city,crime_name,2011,2012,2013,2014,avg
Aurangabad,Extortion,,,,1.1,1.1
Aurangabad,Forgery,,,,0.3,0.3
Aurangabad,Gang rape,,,,0,0
Aurangabad,Gang rape other than custodial,,,,0.4,0.4
Aurangabad,Grievous hurt,,,,6,6
Aurangabad,House trespass & house breaking,,,,4.8,4.8
Aurangabad,Human trafficking,,,,0,0
Aurangabad,Hurt,39.5,38.7,42.1,6,31.6
Aurangabad,Importation of girls from foreign country,0,0,0,0,0
Aurangabad,Imputation or assertions prejudicial to national integration,,,,0,0
Aurangabad,Industrial riots,,,,0,0
Aurangabad,Insult to modesty of women at office premises,,,,0,0
Aurangabad,Insult to modesty of women at other places,,,,0.9,0.9
Aurangabad,Insult to modesty of women in other places related to work,,,,0,0
Aurangabad,Insult to modesty of women in public transport system,,,,0,0
Aurangabad,Insult to the modesty of women,5.1,4.9,6.7,0.9,4.4
Aurangabad,Kidnapping,,,,2.7,2.7
Aurangabad,Kidnapping & abduction,2.9,2.1,4.1,5.3,3.6
Aurangabad,Kidnapping & abduction in order to murder,,,,0,0
Aurangabad,Kidnapping & abduction of others,0.9,,1.2,0,1.1
Aurangabad,Kidnapping & abduction of women and girls,4.2,3.2,6.2,0,4.5
Aurangabad,Kidnapping & abduction of women to compel her for marriage,,,,2.8,2.8
Aurangabad,Kidnapping for ransom,,,,0,0
Aurangabad,Kidnapping of others,,0.6,,0,0.6
Aurangabad,Making or possessing materials for forged currency or bank notes,,,,0,0
Aurangabad,Making or using documents resembling currency notes or bank notes,,,,0,0
Aurangabad,Making preparation and assembly for committing dacoity,,,,1.3,1.3
Aurangabad,Murder,3.4,3.9,2.7,2.9,3.2
Aurangabad,Offences against state,,,,0,0
Aurangabad,Offences promoting enmity between different groups,,,,0,0
Aurangabad,Offences related to counterfeit coin,,,,0,0
Aurangabad,Other IPC crimes,75.4,71.2,60.2,71.6,69.6
Aurangabad,Other cases of assault on women to outrage her modesty,,,,5.8,5.8
Aurangabad,Other caste conflict riots,,,,0,0
Aurangabad,Other kidnapping & abduction,,,,1.3,1.3
Aurangabad,Other rape,2.8,4,3.9,0.7,2.9
Aurangabad,Other rape other than custodial,,,,4.4,4.4
Aurangabad,Other theft,35.6,33.9,47.5,60,44.2
Aurangabad,Political riots,,,,0,0
Aurangabad,Possession of forged or counterfeiting currency or bank notes,,,,0,0
Aurangabad,Preparation & assembly for dacoity,0.4,0.7,0.3,0,0.5
Aurangabad,"Promoting enmity between different groups on ground of religion, race, place of birth, etc.",,,,0,0
Aurangabad,Rape,2.8,4,3.9,4.7,3.9
Aurangabad,Rape other than custodial,,,,4.7,4.7
Aurangabad,Riots,13,14.1,15.2,11.3,13.4
Aurangabad,Riots others,,,,11.3,11.3
Aurangabad,Robbery,12.8,15,14,17.2,14.8
Aurangabad,SCs-STs vs Non-SCs-STs riots,,,,0,0
Aurangabad,Sectarian riots,,,,0,0
Aurangabad,Sedition,,,,0,0
Aurangabad,Sexual harassment,,,,19.3,19.3
Aurangabad,Sexual harassment and molestation of women,16.5,18.8,37.1,40.8,28.3
Aurangabad,Stalking,,,,11.4,11.4
Aurangabad,Student riots,,,,0,0
Aurangabad,Theft,71.7,69.1,99.6,119.3,89.9
Aurangabad,Total cognizable crimes under IPC,318,307.7,339.2,405.5,342.6
Aurangabad,Unlawful assembly,,,,3,3
Aurangabad,Unnatural offences,,,,0.2,0.2
Aurangabad,Use of criminal force with intent to disrobe women,,,,3,3
Aurangabad,"Using as genuine, forged or counterfeiting currency or bank notes",,,,0,0
Aurangabad,Voyeurism,,,,0.4,0.4
Bengaluru,Acid attack,,,,0,0
Bengaluru,Agrarian riots,,,,0,0
Bengaluru,Arson,0,0,0.2,1.2,0.3
Bengaluru,Assault on women with intent to outrage her modesty,6.2,7.9,9.3,16.8,9.6
Bengaluru,Attempt to acid attack,,,,0,0
Bengaluru,Attempt to commit culpable homicide not amounting to murder,,,,0,0
Bengaluru,Attempt to commit murder,5.4,5.3,5.2,5.8,5.9
Bengaluru,Attempt to commit rape,,,,0.1,0.1
Bengaluru,Auto theft,70.3,59.9,63,59.7,73.1
Bengaluru,Burglary,15.4,14.6,16.5,18.1,17.6
Bengaluru,Caste conflict riots,,,,0.1,0.1
Bengaluru,Causing death by negligence,1.3,2,1.9,10.4,3.5
Bengaluru,Causing injuries under rash driving or road rage,,,,50.8,50.8
Bengaluru,Cheating,37.1,36.4,35.1,35.8,39.7
Bengaluru,Communal riots,,,,0,0
Bengaluru,Counterfeit currency & bank notes total,,,,0.3,0.3
Bengaluru,Counterfeiting,0.7,0.5,0.4,0.3,0.6
Bengaluru,Counterfeiting currency - notes or bank notes,,,,0.2,0.2
Bengaluru,Counterfeiting government stamp,,,,0,0
Bengaluru,Criminal breach of trust,1.8,1.7,1.6,1.3,1.8
Bengaluru,Criminal trespass or burglary,,,,13.1,13.1
Bengaluru,Cruelty by husband or his relatives,11.3,12.9,11.9,12.1,11.6
Bengaluru,Culpable homicide not amounting to murder,0,0.1,0.3,0.2,0.1
Bengaluru,Custodial rape,0,0,0,0,0
Bengaluru,Dacoity,0.5,0.4,0.5,0.6,0.6
Bengaluru,Dacoity with murder,,,,0,0
Bengaluru,Deaths due to other causes,,,,2.4,2.4
Bengaluru,Deaths due to rash or negligent driving,,,,8,8
Bengaluru,Disclosure of identity of victims,,,,0,0
Bengaluru,Dowry deaths,1.3,1.3,1.3,1.4,1.3
Bengaluru,Extortion,,,,1.8,1.8
Bengaluru,Forgery,,,,0.5,0.5
Bengaluru,Gang rape,,,,0,0
Bengaluru,Gang rape other than custodial,,,,0.2,0.2
Bengaluru,Grievous hurt,,,,2.5,2.5
Bengaluru,House trespass & house breaking,,,,5,5
Bengaluru,Human trafficking,,,,0.1,0.1
Bengaluru,Hurt,34.4,36.4,36.9,2.6,33.1
Bengaluru,Importation of girls from foreign country,0,0,0,0,0
Bengaluru,Imputation or assertions prejudicial to national integration,,,,0,0
Bengaluru,Industrial riots,,,,0,0
Bengaluru,Insult to modesty of women at office premises,,,,0,0
Bengaluru,Insult to modesty of women at other places,,,,1.3,1.3
Bengaluru,Insult to modesty of women in other places related to work,,,,0,0
Bengaluru,Insult to modesty of women in public transport system,,,,0,0
Bengaluru,Insult to the modesty of women,1,1.3,1.8,1.4,1.3
Bengaluru,Kidnapping,,,,7.1,7.1
Bengaluru,Kidnapping & abduction,6.7,6.3,7.6,8.3,7.6
Bengaluru,Kidnapping & abduction in order to murder,,,,0,0
Bengaluru,Kidnapping & abduction of others,4.3,,1.2,0,4.7
Bengaluru,Kidnapping & abduction of women and girls,5.1,10.7,13.3,0,7.5
Bengaluru,Kidnapping & abduction of women to compel her for marriage,,,,0.3,0.3
Bengaluru,Kidnapping for ransom,,,,0.3,0.3
Bengaluru,Kidnapping of others,,1.2,,0,1.2
Bengaluru,Making or possessing materials for forged currency or bank notes,,,,0,0
Bengaluru,Making or using documents resembling currency notes or bank notes,,,,0,0
Bengaluru,Making preparation and assembly for committing dacoity,,,,4.1,4.1
Bengaluru,Murder,2.7,3.1,2.6,2.8,3.2
Bengaluru,Offences against state,,,,0,0
Bengaluru,Offences promoting enmity between different groups,,,,0,0
Bengaluru,Offences related to counterfeit coin,,,,0,0
Bengaluru,Other IPC crimes,97.6,90.2,93.8,62.1,105.1
Bengaluru,Other cases of assault on women to outrage her modesty,,,,14.7,14.7
Bengaluru,Other caste conflict riots,,,,0.1,0.1
Bengaluru,Other kidnapping & abduction,,,,0.7,0.7
Bengaluru,Other rape,2.4,2.2,2,0.2,1.7
Bengaluru,Other rape other than custodial,,,,2.4,2.4
Bengaluru,Other theft,53.7,55.7,62.2,75.1,64
Bengaluru,Political riots,,,,0,0
Bengaluru,Possession of forged or counterfeiting currency or bank notes,,,,0,0
Bengaluru,Preparation & assembly for dacoity,4,5.5,5,0,4.7
Bengaluru,"Promoting enmity between different groups on ground of religion, race, place of birth, etc.",,,,0,0
Bengaluru,Rape,2.4,2.2,2,2.6,2.2
Bengaluru,Rape other than custodial,,,,2.6,2.6
Bengaluru,Riots,4.6,6.5,4.3,4.6,5.2
Bengaluru,Riots others,,,,4.4,4.4
Bengaluru,Robbery,9.2,7.9,7.3,12.6,9.7
Bengaluru,SCs-STs vs Non-SCs-STs riots,,,,0,0
Bengaluru,Sectarian riots,,,,0,0
Bengaluru,Sedition,,,,0,0
Bengaluru,Sexual harassment,,,,1.3,1.3
Bengaluru,Sexual harassment and molestation of women,7.1,9.2,11.1,18.2,10.9
Bengaluru,Stalking,,,,0.5,0.5
Bengaluru,Student riots,,,,0,0
Bengaluru,Theft,124,115.6,125.2,134.8,137.1
Bengaluru,Total cognizable crimes under IPC,356.3,344.7,356.7,375.2,399.8
Bengaluru,Unlawful assembly,,,,0,0
Bengaluru,Unnatural offences,,,,0,0
Bengaluru,Use of criminal force with intent to disrobe women,,,,0.2,0.2
Bengaluru,"Using as genuine, forged or counterfeiting currency or bank notes",,,,0.2,0.2
Bengaluru,Voyeurism,,,,0.1,0.1
Bhopal,Acid attack,,,,0,0
Bhopal,Agrarian riots,,,,0,0
Bhopal,Arson,0.8,0.5,0.8,0.6,0.7
Bhopal,Assault on women with intent to outrage her modesty,10.4,22.5,34.2,32.2,20.3
Bhopal,Attempt to acid attack,,,,0,0
Bhopal,Attempt to commit culpable homicide not amounting to murder,,,,0.2,0.2
Bhopal,Attempt to commit murder,5.1,3.8,5,5.1,4.6
Bhopal,Attempt to commit rape,,,,0,0
Bhopal,Auto theft,90.7,84,78.8,93.7,90.8
Bhopal,Burglary,45.1,46.2,40.1,44.7,46.8
Bhopal,Caste conflict riots,,,,0,0
Bhopal,Causing death by negligence,8.7,9.2,10,11.5,10.9
Bhopal,Causing injuries under rash driving or road rage,,,,158.6,158.6
Bhopal,Cheating,4,9.2,8.1,10.5,8.7
Bhopal,Communal riots,,,,0,0
Bhopal,Counterfeit currency & bank notes total,,,,0.3,0.3
Bhopal,Counterfeiting,0,0.3,0.3,0.3,0.2
Bhopal,Counterfeiting currency - notes or bank notes,,,,0,0
Bhopal,Counterfeiting government stamp,,,,0,0
Bhopal,Criminal breach of trust,0.9,1.3,1.2,1.1,1
Bhopal,Criminal trespass or burglary,,,,0,0
Bhopal,Cruelty by husband or his relatives,30.3,26.9,34.2,32.9,29.1
Bhopal,Culpable homicide not amounting to murder,0.3,0,0,0.1,0.1
Bhopal,Custodial rape,0,0,0,0,0
Bhopal,Dacoity,0,0.1,0,0.4,0.2
Bhopal,Dacoity with murder,,,,0,0
Bhopal,Deaths due to other causes,,,,1.5,1.5
Bhopal,Deaths due to rash or negligent driving,,,,9.9,9.9
Bhopal,Disclosure of identity of victims,,,,0,0
Bhopal,Dowry deaths,1.6,1.6,1.6,1.8,1.9
Bhopal,Extortion,,,,0,0
Bhopal,Forgery,,,,0.2,0.2
Bhopal,Gang rape,,,,0,0
Bhopal,Gang rape other than custodial,,,,2.7,2.7
Bhopal,Grievous hurt,,,,15.8,15.8
Bhopal,House trespass & house breaking,,,,44.7,44.7
Bhopal,Human trafficking,,,,0,0
Bhopal,Hurt,34.8,62.3,1.5,15.8,40.6
Bhopal,Importation of girls from foreign country,0.1,0,0,0,0
Bhopal,Imputation or assertions prejudicial to national integration,,,,0,0
Bhopal,Industrial riots,,,,0,0
Bhopal,Insult to modesty of women at office premises,,,,0,0
Bhopal,Insult to modesty of women at other places,,,,0,0
Bhopal,Insult to modesty of women in other places related to work,,,,1.4,1.4
Bhopal,Insult to modesty of women in public transport system,,,,0,0
Bhopal,Insult to the modesty of women,1.8,3.2,4.7,1.4,5.3
Bhopal,Kidnapping,,,,0,0
Bhopal,Kidnapping & abduction,1.7,2.5,4,15.4,5.5
Bhopal,Kidnapping & abduction in order to murder,,,,0,0
Bhopal,Kidnapping & abduction of others,0.3,,0.2,0,0.3
Bhopal,Kidnapping & abduction of women and girls,2.9,3.7,8,0,5.1
Bhopal,Kidnapping & abduction of women to compel her for marriage,,,,24.9,24.9
Bhopal,Kidnapping for ransom,,,,0,0
Bhopal,Kidnapping of others,,0.7,,0,0.7
Bhopal,Making or possessing materials for forged currency or bank notes,,,,0.3,0.3
Bhopal,Making or using documents resembling currency notes or bank notes,,,,0,0
Bhopal,Making preparation and assembly for committing dacoity,,,,0,0
Bhopal,Murder,3.2,2.8,2,2.8,2.8
Bhopal,Offences against state,,,,0,0
Bhopal,Offences promoting enmity between different groups,,,,0,0
Bhopal,Offences related to counterfeit coin,,,,0,0
Bhopal,Other IPC crimes,394.1,312.7,348.5,227.6,340.3
Bhopal,Other cases of assault on women to outrage her modesty,,,,0,0
Bhopal,Other caste conflict riots,,,,0,0
Bhopal,Other kidnapping & abduction,,,,3.5,3.5
Bhopal,Other rape,11.1,12.7,14.6,0.1,9.3
Bhopal,Other rape other than custodial,,,,17.1,17.1
Bhopal,Other theft,39.6,41.9,42.2,50,46.9
Bhopal,Political riots,,,,0,0
Bhopal,Possession of forged or counterfeiting currency or bank notes,,,,0,0
Bhopal,Preparation & assembly for dacoity,0.1,0.1,0.2,0,0.1
Bhopal,"Promoting enmity between different groups on ground of religion, race, place of birth, etc.",,,,0,0
Bhopal,Rape,11.1,12.7,14.6,19.8,13.3
Bhopal,Rape other than custodial,,,,19.8,19.8
Bhopal,Riots,4.2,4.2,3.5,2.2,4
Bhopal,Riots others,,,,2.2,2.2
Bhopal,Robbery,7.9,9.9,9.9,5.3,9.2
Bhopal,SCs-STs vs Non-SCs-STs riots,,,,0,0
Bhopal,Sectarian riots,,,,0,0
Bhopal,Sedition,,,,0,0
Bhopal,Sexual harassment,,,,32.2,32.2
Bhopal,Sexual harassment and molestation of women,12.1,25.7,38.9,33.6,25.6
Bhopal,Stalking,,,,0,0
Bhopal,Student riots,,,,0,0
Bhopal,Theft,130.3,125.9,121,143.7,137.8
Bhopal,Total cognizable crimes under IPC,667.6,623,598.7,688.4,680.1
Bhopal,Unlawful assembly,,,,0,0
Bhopal,Unnatural offences,,,,0.5,0.5
Bhopal,Use of criminal force with intent to disrobe women,,,,0,0
Bhopal,"Using as genuine, forged or counterfeiting currency or bank notes",,,,0,0
Bhopal,Voyeurism,,,,0,0
Chandigarh,Acid attack,,,,0,0
Chandigarh,Agrarian riots,,,,0,0
Chandigarh,Arson,0.7,0.9,0.8,1.2,0.9
Chandigarh,Assault on women with intent to outrage her modesty,3.5,9.3,29.4,16.8,14.8
Chandigarh,Attempt to acid attack,,,,0,0
Chandigarh,Attempt to commit culpable homicide not amounting to murder,,,,0.4,0.4
Chandigarh,Attempt to commit murder,3.7,4.1,4.8,2.9,3.9
Chandigarh,Attempt to commit rape,,,,1.1,1.1
Chandigarh,Auto theft,83.2,81.5,82.9,77.1,81.2
Chandigarh,Burglary,25.8,22,24.2,12.4,21.1
Chandigarh,Caste conflict riots,,,,0,0
Chandigarh,Causing death by negligence,0.7,0.3,0.6,8.8,2.6
Chandigarh,Causing injuries under rash driving or road rage,,,,25.9,25.9
Chandigarh,Cheating,24,22.4,26.7,23.6,24.2
Chandigarh,Communal riots,,,,0,0
Chandigarh,Counterfeit currency & bank notes total,,,,0,0
Chandigarh,Counterfeiting,0,0.2,0.1,0,0.1
Chandigarh,Counterfeiting currency - notes or bank notes,,,,0,0
Chandigarh,Counterfeiting government stamp,,,,0,0
Chandigarh,Criminal breach of trust,2.3,3.1,2.3,2.1,2.5
Chandigarh,Criminal trespass or burglary,,,,7.9,7.9
Chandigarh,Cruelty by husband or his relatives,9.1,14.3,19,29.6,18
Chandigarh,Culpable homicide not amounting to murder,0.6,0.3,0.3,0.6,0.4
Chandigarh,Custodial rape,0,0,0,0,0
Chandigarh,Dacoity,0.6,0.3,1.1,0.4,0.6
Chandigarh,Dacoity with murder,,,,0,0
Chandigarh,Deaths due to other causes,,,,0.8,0.8
Chandigarh,Deaths due to rash or negligent driving,,,,8,8
Chandigarh,Disclosure of identity of victims,,,,0,0
Chandigarh,Dowry deaths,0.4,0.9,0.2,0.4,0.5
Chandigarh,Extortion,,,,0.6,0.6
Chandigarh,Forgery,,,,0.3,0.3
Chandigarh,Gang rape,,,,0,0
Chandigarh,Gang rape other than custodial,,,,0,0
Chandigarh,Grievous hurt,,,,1.9,1.9
Chandigarh,House trespass & house breaking,,,,4.5,4.5
Chandigarh,Human trafficking,,,,0,0
Chandigarh,Hurt,4.2,3.4,5,1.9,3.6
Chandigarh,Importation of girls from foreign country,0,0,0,0,0
Chandigarh,Imputation or assertions prejudicial to national integration,,,,0,0
Chandigarh,Industrial riots,,,,0,0
Chandigarh,Insult to modesty of women at office premises,,,,0,0
Chandigarh,Insult to modesty of women at other places,,,,0.2,0.2
Chandigarh,Insult to modesty of women in other places related to work,,,,0,0
Chandigarh,Insult to modesty of women in public transport system,,,,0,0
Chandigarh,Insult to the modesty of women,2.4,5,5.4,0.2,3.2
Chandigarh,Kidnapping,,,,9.8,9.8
Chandigarh,Kidnapping & abduction,4.8,7.4,22.9,16.3,12.8
Chandigarh,Kidnapping & abduction in order to murder,,,,0,0
Chandigarh,Kidnapping & abduction of others,0.9,,7.2,0,4
Chandigarh,Kidnapping & abduction of women and girls,8.6,12.3,34.8,0,18.6
Chandigarh,Kidnapping & abduction of women to compel her for marriage,,,,8.4,8.4
Chandigarh,Kidnapping for ransom,,,,0.1,0.1
Chandigarh,Kidnapping of others,,1.9,,0,1.9
Chandigarh,Making or possessing materials for forged currency or bank notes,,,,0,0
Chandigarh,Making or using documents resembling currency notes or bank notes,,,,0,0
Chandigarh,Making preparation and assembly for committing dacoity,,,,0.2,0.2
Chandigarh,Murder,2,1.8,1.8,2,1.9
Chandigarh,Offences against state,,,,0,0
Chandigarh,Offences promoting enmity between different groups,,,,0,0
Chandigarh,Offences related to counterfeit coin,,,,0,0
Chandigarh,Other IPC crimes,95.1,96.2,109.3,44.4,86.2
Chandigarh,Other cases of assault on women to outrage her modesty,,,,7.6,7.6
Chandigarh,Other caste conflict riots,,,,0,0
Chandigarh,Other kidnapping & abduction,,,,2.5,2.5
Chandigarh,Other rape,4.5,5.2,8.4,0.1,4.6
Chandigarh,Other rape other than custodial,,,,11,11
Chandigarh,Other theft,52.5,58.6,60.6,41.5,53.3
Chandigarh,Political riots,,,,0,0
Chandigarh,Possession of forged or counterfeiting currency or bank notes,,,,0,0
Chandigarh,Preparation & assembly for dacoity,0,0.7,0.1,0,0.3
Chandigarh,"Promoting enmity between different groups on ground of religion, race, place of birth, etc.",,,,0,0
Chandigarh,Rape,4.5,5.2,8.4,11,7.3
Chandigarh,Rape other than custodial,,,,11,11
Chandigarh,Riots,6.2,4.6,5.2,3,4.8
Chandigarh,Riots others,,,,2.4,2.4
Chandigarh,Robbery,6,5.4,5.5,5.9,5.7
Chandigarh,SCs-STs vs Non-SCs-STs riots,,,,0,0
Chandigarh,Sectarian riots,,,,0,0
Chandigarh,Sedition,,,,0,0
Chandigarh,Sexual harassment,,,,6.5,6.5
Chandigarh,Sexual harassment and molestation of women,5.8,14.3,34.8,17.1,18
Chandigarh,Stalking,,,,1.7,1.7
Chandigarh,Student riots,,,,0.6,0.6
Chandigarh,Theft,135.8,140.1,143.6,118.6,134.5
Chandigarh,Total cognizable crimes under IPC,321.1,328.7,382.2,298.6,332.6
Chandigarh,Unlawful assembly,,,,0,0
Chandigarh,Unnatural offences,,,,0.4,0.4
Chandigarh,Use of criminal force with intent to disrobe women,,,,0.6,0.6
Chandigarh,"Using as genuine, forged or counterfeiting currency or bank notes",,,,0,0
Chandigarh,Voyeurism,,,,0.4,0.4
Chennai,Acid attack,,,,0,0
Chennai,Agrarian riots,,,,0,0
Chennai,Arson,0.1,0.1,0.3,0.2,0.1
Chennai,Assault on women with intent to outrage her modesty,1.7,2.1,1.3,1.4,1.5
Chennai,Attempt to acid attack,,,,0,0
Chennai,Attempt to commit culpable homicide not amounting to murder,,,,0,0
Chennai,Attempt to commit murder,3.8,2.5,2.3,2.6,2.7
Chennai,Attempt to commit rape,,,,0,0
Chennai,Auto theft,4.9,3,3.4,2.9,3.6
Chennai,Burglary,8.8,6.3,5.4,4.2,6.1
Chennai,Caste conflict riots,,,,0,0
Chennai,Causing death by negligence,16.5,16.2,14.3,12.5,13.8
Chennai,Causing injuries under rash driving or road rage,,,,98.1,98.1
Chennai,Cheating,8.8,8.8,5.7,6.4,7.6
Chennai,Communal riots,,,,0,0
Chennai,Counterfeit currency & bank notes total,,,,0.9,0.9
Chennai,Counterfeiting,1.1,1.6,1.7,0.9,1.3
Chennai,Counterfeiting currency - notes or bank notes,,,,0,0
Chennai,Counterfeiting government stamp,,,,0,0
Chennai,Criminal breach of trust,0.3,0.6,0.1,0.1,0.3
Chennai,Criminal trespass or burglary,,,,3.2,3.2
Chennai,Cruelty by husband or his relatives,5.3,5.5,5.1,7,5.2
Chennai,Culpable homicide not amounting to murder,0,0,0,0,0
Chennai,Custodial rape,0,0,0,0,0
Chennai,Dacoity,0,0,0.1,0.1,0
Chennai,Dacoity with murder,,,,0,0
Chennai,Deaths due to other causes,,,,0,0
Chennai,Deaths due to rash or negligent driving,,,,12.5,12.5
Chennai,Disclosure of identity of victims,,,,0,0
Chennai,Dowry deaths,0.5,0.3,0.3,0.2,0.3
Chennai,Extortion,,,,0.6,0.6
Chennai,Forgery,,,,0.8,0.8
Chennai,Gang rape,,,,0,0
Chennai,Gang rape other than custodial,,,,0,0
Chennai,Grievous hurt,,,,0.5,0.5
Chennai,House trespass & house breaking,,,,1.1,1.1
Chennai,Human trafficking,,,,0,0
Chennai,Hurt,16.9,16.2,13.9,0.5,11.9
Chennai,Importation of girls from foreign country,0,0,0,0,0
Chennai,Imputation or assertions prejudicial to national integration,,,,0,0
Chennai,Industrial riots,,,,0,0
Chennai,Insult to modesty of women at office premises,,,,0,0
Chennai,Insult to modesty of women at other places,,,,0,0
Chennai,Insult to modesty of women in other places related to work,,,,3.6,3.6
Chennai,Insult to modesty of women in public transport system,,,,0,0
Chennai,Insult to the modesty of women,2.8,3.3,3.6,3.6,2.8
Chennai,Kidnapping,,,,0.1,0.1
Chennai,Kidnapping & abduction,0.6,1,0.7,0.4,0.7
Chennai,Kidnapping & abduction in order to murder,,,,0,0
Chennai,Kidnapping & abduction of others,0.2,,0.2,0,0.2
Chennai,Kidnapping & abduction of women and girls,1,1.5,1,0,1.1
Chennai,Kidnapping & abduction of women to compel her for marriage,,,,0.4,0.4
Chennai,Kidnapping for ransom,,,,0,0
Chennai,Kidnapping of others,,0.3,,0,0.3
Chennai,Making or possessing materials for forged currency or bank notes,,,,0,0
Chennai,Making or using documents resembling currency notes or bank notes,,,,0,0
Chennai,Making preparation and assembly for committing dacoity,,,,0,0
Chennai,Murder,1.9,2.1,2.3,1.9,2
Chennai,Offences against state,,,,0,0
